Id,activity_date,weekday,TotalSteps,TotalDistance,Calories,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,TotalMinutesAsleep,TotalTimeInBed
1927972279,10-05-2016,Tuesday,0,0,2063,0,0,0,1440,NULL,NULL
1927972279,11-05-2016,Wednesday,0,0,2063,0,0,0,1440,NULL,NULL
1927972279,12-05-2016,Thursday,0,0,1383,0,0,0,966,NULL,NULL
2022484408,12-04-2016,Tuesday,11875,8.340000153,2390,42,14,227,1157,NULL,NULL
2022484408,13-04-2016,Wednesday,12024,8.5,2601,43,5,292,1100,NULL,NULL
2022484408,14-04-2016,Thursday,10690,7.5,2312,32,3,257,1148,NULL,NULL
2022484408,15-04-2016,Friday,11034,8.029999733,2525,27,9,282,1122,NULL,NULL
2022484408,16-04-2016,Saturday,10100,7.090000153,2177,41,11,151,1237,NULL,NULL
2022484408,17-04-2016,Sunday,15112,11.39999962,2782,28,29,331,1052,NULL,NULL
2022484408,18-04-2016,Monday,14131,10.06999969,2770,48,3,311,1078,NULL,NULL
2022484408,19-04-2016,Tuesday,11548,8.529999733,2489,31,7,250,1152,NULL,NULL
2022484408,20-04-2016,Wednesday,15112,10.67000008,2897,48,63,276,1053,NULL,NULL
2022484408,21-04-2016,Thursday,12453,8.739999771,3158,104,53,255,1028,NULL,NULL
2022484408,22-04-2016,Friday,12954,9.329999924,2638,52,10,273,1105,NULL,NULL
2022484408,23-04-2016,Saturday,6001,4.210000038,2069,0,0,249,1191,NULL,NULL
2022484408,24-04-2016,Sunday,13481,10.27999973,2529,37,26,216,1161,NULL,NULL
2022484408,25-04-2016,Monday,11369,8.010000229,2470,44,8,217,1171,NULL,NULL
2022484408,26-04-2016,Tuesday,10119,7.190000057,2793,55,24,275,1086,NULL,NULL
2022484408,27-04-2016,Wednesday,10159,7.130000114,2463,19,20,282,1119,NULL,NULL
2022484408,28-04-2016,Thursday,10140,7.119999886,2296,6,20,291,1123,NULL,NULL
2022484408,29-04-2016,Friday,10245,7.190000057,2611,21,40,281,1098,NULL,NULL
2022484408,30-04-2016,Saturday,18387,12.90999985,2732,13,23,361,1043,NULL,NULL
2022484408,01-05-2016,Sunday,10538,7.400000095,2380,25,28,245,1142,NULL,NULL
2022484408,02-05-2016,Monday,10379,7.289999962,2473,36,8,277,1119,NULL,NULL
2022484408,03-05-2016,Tuesday,12183,8.739999771,2752,72,14,250,1104,NULL,NULL
2022484408,04-05-2016,Wednesday,11768,8.289999962,2649,36,27,272,1105,NULL,NULL
2022484408,05-05-2016,Thursday,11895,8.350000381,2609,55,20,253,1112,NULL,NULL
2022484408,06-05-2016,Friday,10227,7.179999828,2498,24,17,295,1104,NULL,NULL
2022484408,07-05-2016,Saturday,6708,4.710000038,1995,20,2,149,1269,NULL,NULL
2022484408,08-05-2016,Sunday,3292,2.309999943,1848,0,0,135,1305,NULL,NULL
2022484408,09-05-2016,Monday,13379,9.390000343,2709,35,47,297,1061,NULL,NULL
2022484408,10-05-2016,Tuesday,12798,8.979999542,2797,57,28,271,1084,NULL,NULL
2022484408,11-05-2016,Wednesday,13272,9.319999695,2544,58,25,224,1133,NULL,NULL
2022484408,12-05-2016,Thursday,9117,6.409999847,1853,16,16,236,728,NULL,NULL
2026352035,12-04-2016,Tuesday,4414,2.74000001,1459,3,8,181,706,NULL,NULL
2026352035,13-04-2016,Wednesday,4993,3.099999905,1521,0,0,238,663,531,565
2026352035,14-04-2016,Thursday,3335,2.069999933,1431,0,0,197,653,545,568
2026352035,15-04-2016,Friday,3821,2.369999886,1444,0,0,188,687,523,573
2026352035,16-04-2016,Saturday,2547,1.580000043,1373,0,0,150,728,524,567
2026352035,17-04-2016,Sunday,838,0.519999981,1214,0,0,60,1053,437,498
2026352035,18-04-2016,Monday,3325,2.059999943,1419,0,0,182,1062,NULL,NULL
2026352035,19-04-2016,Tuesday,2424,1.5,1356,0,0,141,785,498,540
2026352035,20-04-2016,Wednesday,7222,4.480000019,1667,0,0,327,623,461,510
2026352035,21-04-2016,Thursday,2467,1.529999971,1370,0,0,153,749,477,514
2026352035,22-04-2016,Friday,2915,1.809999943,1399,0,0,162,712,520,545
2026352035,23-04-2016,Saturday,12357,7.710000038,1916,0,0,432,458,522,554
2026352035,24-04-2016,Sunday,3490,2.160000086,1401,0,0,164,704,555,591
2026352035,25-04-2016,Monday,6017,3.730000019,1576,0,0,260,821,506,531
2026352035,26-04-2016,Tuesday,5933,3.680000067,1595,0,0,288,1018,NULL,NULL
2026352035,27-04-2016,Wednesday,6088,3.769999981,1593,0,0,286,586,508,545
2026352035,28-04-2016,Thursday,6375,3.950000048,1649,0,0,331,626,513,545
2026352035,29-04-2016,Friday,7604,4.710000038,1692,0,0,352,492,490,510
2026352035,30-04-2016,Saturday,4729,2.930000067,1506,0,0,233,594,573,607
2026352035,01-05-2016,Sunday,3609,2.279999971,1447,0,0,191,716,NULL,NULL
2026352035,02-05-2016,Monday,7018,4.349999905,1690,0,0,355,716,NULL,NULL
2026352035,03-05-2016,Tuesday,5992,3.720000029,1604,0,0,304,981,NULL,NULL
2026352035,04-05-2016,Wednesday,6564,4.070000172,1658,0,0,345,530,NULL,NULL
2026352035,05-05-2016,Thursday,12167,7.539999962,1926,0,0,475,479,468,485
2026352035,06-05-2016,Friday,8198,5.079999924,1736,0,0,383,511,NULL,NULL
2026352035,07-05-2016,Saturday,4193,2.599999905,1491,0,0,229,665,NULL,NULL
2026352035,08-05-2016,Sunday,5528,3.450000048,1555,0,0,258,610,NULL,NULL
2026352035,09-05-2016,Monday,10685,6.619999886,1869,0,0,401,543,NULL,NULL
2026352035,10-05-2016,Tuesday,254,0.159999996,1141,0,0,17,1002,NULL,NULL
2026352035,11-05-2016,Wednesday,8580,5.320000172,1698,0,0,330,569,NULL,NULL
2026352035,12-05-2016,Thursday,8891,5.510000229,1364,0,0,343,330,NULL,NULL
2320127002,12-04-2016,Tuesday,10725,7.489999771,2124,13,9,306,1112,NULL,NULL
2320127002,13-04-2016,Wednesday,7275,4.900000095,2003,0,0,335,1105,NULL,NULL
2320127002,14-04-2016,Thursday,3973,2.680000067,1696,0,0,191,1249,NULL,NULL
2320127002,15-04-2016,Friday,5205,3.50999999,1801,0,0,245,1195,NULL,NULL
2320127002,16-04-2016,Saturday,5057,3.410000086,1724,0,0,195,1245,NULL,NULL
2320127002,17-04-2016,Sunday,6198,4.179999828,1852,0,0,249,1191,NULL,NULL
2320127002,18-04-2016,Monday,6559,4.420000076,1905,0,7,260,1173,NULL,NULL
2320127002,19-04-2016,Tuesday,5997,4.039999962,1811,0,11,228,1201,NULL,NULL
2320127002,20-04-2016,Wednesday,7192,4.849999905,1922,0,11,283,1146,NULL,NULL
2320127002,21-04-2016,Thursday,3404,2.289999962,1610,1,10,127,1302,NULL,NULL
2320127002,22-04-2016,Friday,5583,3.75999999,1851,0,0,266,1174,NULL,NULL
2320127002,23-04-2016,Saturday,5079,3.420000076,1804,0,0,242,1129,61,69
2320127002,24-04-2016,Sunday,4165,2.809999943,1725,0,0,204,1236,NULL,NULL
2320127002,25-04-2016,Monday,3588,2.420000076,1654,3,5,152,1280,NULL,NULL
2320127002,26-04-2016,Tuesday,3409,2.299999952,1632,0,0,147,1293,NULL,NULL
2320127002,27-04-2016,Wednesday,1715,1.159999967,1481,0,0,82,1358,NULL,NULL
2320127002,28-04-2016,Thursday,1532,1.029999971,1473,0,0,76,1364,NULL,NULL
2320127002,29-04-2016,Friday,924,0.620000005,1410,0,0,45,1395,NULL,NULL
2320127002,30-04-2016,Saturday,4571,3.079999924,1779,0,0,234,1206,NULL,NULL
2320127002,01-05-2016,Sunday,772,0.519999981,1403,0,0,40,1400,NULL,NULL
2320127002,02-05-2016,Monday,3634,2.450000048,1613,5,6,123,1306,NULL,NULL
2320127002,03-05-2016,Tuesday,7443,5.019999981,1878,20,10,206,1204,NULL,NULL
2320127002,04-05-2016,Wednesday,1201,0.810000002,1426,0,0,52,1388,NULL,NULL
2320127002,05-05-2016,Thursday,5202,3.50999999,1780,0,11,223,1206,NULL,NULL
2320127002,06-05-2016,Friday,4878,3.289999962,1742,0,0,204,1236,NULL,NULL
2320127002,07-05-2016,Saturday,7379,4.96999979,1972,0,0,319,1121,NULL,NULL
2320127002,08-05-2016,Sunday,5161,3.480000019,1821,0,0,247,1193,NULL,NULL
2320127002,09-05-2016,Monday,3090,2.079999924,1630,0,0,145,1295,NULL,NULL
2320127002,10-05-2016,Tuesday,6227,4.199999809,1899,0,0,290,1150,NULL,NULL
2320127002,11-05-2016,Wednesday,6424,4.329999924,1903,0,0,300,1140,NULL,NULL
2320127002,12-05-2016,Thursday,2661,1.789999962,1125,0,0,128,830,NULL,NULL
2347167796,12-04-2016,Tuesday,10113,6.829999924,2344,28,13,320,964,NULL,NULL
2347167796,13-04-2016,Wednesday,10352,7.010000229,2038,19,32,195,676,467,531
2347167796,14-04-2016,Thursday,10129,6.699999809,2010,1,48,206,705,445,489
2347167796,15-04-2016,Friday,10465,6.920000076,2133,1,24,284,720,452,504
2347167796,16-04-2016,Saturday,22244,15.07999992,2670,66,72,268,968,NULL,NULL
2347167796,17-04-2016,Sunday,5472,3.619999886,1882,1,7,249,508,556,602
2347167796,18-04-2016,Monday,8247,5.449999809,1944,11,16,206,678,500,557
2347167796,19-04-2016,Tuesday,6711,4.440000057,2346,0,7,382,648,465,514
2347167796,20-04-2016,Wednesday,10999,7.269999981,2198,11,43,269,1011,NULL,NULL
2347167796,21-04-2016,Thursday,10080,6.75,2048,23,26,208,761,460,484
2347167796,22-04-2016,Friday,7804,5.159999847,1946,9,27,206,781,405,461
2347167796,23-04-2016,Saturday,16901,11.36999989,2629,32,35,360,591,374,386
2347167796,24-04-2016,Sunday,9471,6.260000229,2187,0,0,360,584,442,459
2347167796,25-04-2016,Monday,9482,6.380000114,2095,15,11,277,653,433,471
2347167796,26-04-2016,Tuesday,5980,3.950000048,1861,0,0,227,732,436,490
2347167796,27-04-2016,Wednesday,11423,7.579999924,2194,26,9,295,623,448,499
2347167796,28-04-2016,Thursday,5439,3.599999905,1854,0,0,229,764,408,450
2347167796,29-04-2016,Friday,42,0.029999999,403,0,0,4,2,411,473
2873212765,12-04-2016,Tuesday,8796,5.909999847,1982,2,21,356,1061,NULL,NULL
2873212765,13-04-2016,Wednesday,7618,5.119999886,2004,0,8,404,1028,NULL,NULL
2873212765,14-04-2016,Thursday,7910,5.320000172,1893,0,0,331,1109,NULL,NULL
2873212765,15-04-2016,Friday,8482,5.699999809,2063,0,0,448,992,NULL,NULL
2873212765,16-04-2016,Saturday,9685,6.650000095,2148,47,1,305,1087,NULL,NULL
2873212765,17-04-2016,Sunday,2524,1.700000048,1529,0,8,160,1272,NULL,NULL
2873212765,18-04-2016,Monday,7762,5.239999771,1890,1,6,311,1122,NULL,NULL
2873212765,19-04-2016,Tuesday,7948,5.369999886,1956,0,0,389,1051,NULL,NULL
2873212765,20-04-2016,Wednesday,9202,6.300000191,2094,22,5,378,1035,NULL,NULL
2873212765,21-04-2016,Thursday,8859,5.980000019,1970,2,10,371,1057,NULL,NULL
2873212765,22-04-2016,Friday,7286,4.900000095,2241,46,0,366,1028,NULL,NULL
2873212765,23-04-2016,Saturday,9317,6.349999905,2021,28,5,330,1077,NULL,NULL
2873212765,24-04-2016,Sunday,6873,4.679999828,1898,46,1,190,1203,NULL,NULL
2873212765,25-04-2016,Monday,7373,4.949999809,1907,0,0,359,1081,NULL,NULL
2873212765,26-04-2016,Tuesday,8242,5.539999962,1882,2,5,309,1124,NULL,NULL
2873212765,27-04-2016,Wednesday,3516,2.359999895,1966,46,0,197,1197,NULL,NULL
2873212765,28-04-2016,Thursday,7913,5.409999847,1835,28,7,213,1192,NULL,NULL
2873212765,29-04-2016,Friday,7365,4.949999809,1780,20,23,206,1191,NULL,NULL
2873212765,30-04-2016,Saturday,8452,5.679999828,1830,5,20,248,1167,NULL,NULL
2873212765,01-05-2016,Sunday,7399,4.96999979,1739,7,18,196,1219,NULL,NULL
2873212765,02-05-2016,Monday,7525,5.059999943,1878,0,7,334,1099,NULL,NULL
2873212765,03-05-2016,Tuesday,7412,4.980000019,1906,1,6,363,1070,NULL,NULL
2873212765,04-05-2016,Wednesday,8278,5.559999943,2015,0,0,420,1020,NULL,NULL
2873212765,05-05-2016,Thursday,8314,5.610000134,1971,13,23,311,1093,NULL,NULL
2873212765,06-05-2016,Friday,7063,4.75,1910,0,5,370,1065,NULL,NULL
2873212765,07-05-2016,Saturday,4940,3.380000114,1897,75,11,52,1302,NULL,NULL
2873212765,08-05-2016,Sunday,8168,5.539999962,2096,46,0,326,1068,NULL,NULL
2873212765,09-05-2016,Monday,7726,5.190000057,1906,0,0,345,1095,NULL,NULL
2873212765,10-05-2016,Tuesday,8275,5.559999943,1962,0,0,373,1067,NULL,NULL
2873212765,11-05-2016,Wednesday,6440,4.329999924,1826,0,0,319,1121,NULL,NULL
2873212765,12-05-2016,Thursday,7566,5.110000134,1431,0,0,268,720,NULL,NULL
3372868164,12-04-2016,Tuesday,4747,3.24000001,1788,0,0,280,1160,NULL,NULL
3372868164,13-04-2016,Wednesday,9715,6.630000114,2093,16,8,371,1045,NULL,NULL
3372868164,14-04-2016,Thursday,8844,6.03000021,2065,6,25,370,1039,NULL,NULL
3372868164,15-04-2016,Friday,7451,5.079999924,1908,0,0,335,1105,NULL,NULL
3372868164,16-04-2016,Saturday,6905,4.730000019,1908,0,0,356,1084,NULL,NULL
3372868164,17-04-2016,Sunday,8199,5.880000114,1964,11,2,322,1105,NULL,NULL
3372868164,18-04-2016,Monday,6798,4.639999866,2014,20,7,343,1070,NULL,NULL
3372868164,19-04-2016,Tuesday,7711,5.260000229,1985,0,0,376,1064,NULL,NULL
3372868164,20-04-2016,Wednesday,4880,3.329999924,1867,15,3,274,1148,NULL,NULL
3372868164,21-04-2016,Thursday,8857,6.070000172,2124,18,9,376,1037,NULL,NULL
3372868164,22-04-2016,Friday,3843,2.619999886,1669,0,0,206,1234,NULL,NULL
3372868164,23-04-2016,Saturday,7396,5.070000172,1995,20,2,303,1115,NULL,NULL
3372868164,24-04-2016,Sunday,6731,4.590000153,1921,14,7,292,1127,NULL,NULL
3372868164,25-04-2016,Monday,5995,4.090000153,2010,0,0,416,1024,NULL,NULL
